mode,file,orig,kept,delta,kept_ratio
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
MSE,cc2_restore_bline,0.0,0.0,0.0,
MCE,cc2_restore_bline,0.0,0.0,0.0,
